,pattern,sup
353,"['available', 'nintendo']",3.200331810402103e-05
354,"['available', 'nintendo', 'switch']",9.60550528800017e-07
355,"['available', 'week']",1.9201990862412615e-05
356,"['available', 'nintendoswitch']",9.472982158790224e-05
357,"['available', 'date']",2.0482123586573455e-05
358,"['available', 'part']",1.9201990862412615e-05
359,"['available', 'st']",1.536159268993009e-05
360,"['available', 'online']",5.8886105311398685e-05
361,"['available', 'online', 'store']",6.780356673882473e-07
362,"['available', 'pre']",2.688278720737766e-05
363,"['available', 'download']",2.0482123586573455e-05
364,"['available', 'switch']",2.1762256310734297e-05
365,"['available', 'shipping']",1.536159268993009e-05
366,"['available', 'store']",4.3524512621468594e-05
367,"['available', 'swatchlovesart']",1.9201990862412615e-05
368,"['available', 'information']",2.1762256310734297e-05
369,"['available', 'keithharing']",1.9201990862412615e-05
370,"['available', 'keithharing', 'mickeymouse']",8.475445842353091e-07
371,"['available', 'keithharing', 'swatchlovesart']",8.475445842353091e-07
372,"['available', 'mickeymouse']",1.9201990862412615e-05
373,"['available', 'mickeymouse', 'swatchlovesart']",8.475445842353091e-07
374,"['available', 'may']",1.6641725414090934e-05
375,"['available', 'page']",1.536159268993009e-05
376,"['available', 'reward']",1.536159268993009e-05
377,"['available', 'reward', 'get']",6.780356673882473e-07
378,['purchase'],0.009036422314430614
379,"['purchase', 'pass']",1.536159268993009e-05
380,['right'],0.022591055786076533
381,"['right', 'get']",2.432252175905598e-05
382,"['right', 'happy']",3.328345082818187e-05
383,"['right', 'us']",6.400663620804206e-05
384,"['right', 'us', 'style']",9.040475565176631e-07
385,"['right', 'us', 'address']",7.345386396706013e-07
386,"['right', 'us', 'mailing']",7.345386396706013e-07
387,"['right', 'us', 'look']",6.780356673882473e-07
388,"['right', 'us', 'number']",7.910416119529551e-07
389,"['right', 'us', 'dm']",1.017053501082371e-06
390,"['right', 'please']",4.096424717314691e-05
391,"['right', 'please', 'style']",7.345386396706013e-07
392,"['right', 'please', 'address']",6.780356673882473e-07
393,"['right', 'please', 'us']",1.4125743070588486e-06
394,"['right', 'please', 'mailing']",6.780356673882473e-07
395,"['right', 'please', 'dm']",1.130059445647079e-06
396,"['right', 'look']",2.1762256310734297e-05
397,"['right', 'help']",4.2244379897307755e-05
398,"['right', 'send']",3.072318537986018e-05
399,"['right', 'send', 'us']",1.017053501082371e-06
400,"['right', 'send', 'dm']",1.073556473364725e-06
401,"['right', 'would']",1.7921858138251773e-05
402,"['right', 'take']",1.6641725414090934e-05
403,"['right', 'number']",1.7921858138251773e-05
404,"['right', 'address']",1.6641725414090934e-05
405,"['right', 'away']",2.432252175905598e-05
406,"['right', 'back']",1.7921858138251773e-05
407,"['right', 'mailing']",1.6641725414090934e-05
408,"['right', 'mailing', 'address']",7.345386396706013e-07
409,"['right', 'dm']",3.968411444898607e-05
410,"['right', 'dm', 'us']",7.910416119529551e-07
411,"['right', 'dm', 'style']",9.040475565176631e-07
412,"['right', 'dm', 'mailing']",7.345386396706013e-07
413,"['right', 'dm', 'address']",7.345386396706013e-07
414,"['right', 'style']",2.0482123586573455e-05
415,"['right', 'corner']",2.0482123586573455e-05
416,['uk'],0.019455970493314892
417,"['uk', 'get']",2.0482123586573455e-05
418,"['uk', 'time']",1.9201990862412615e-05
419,"['uk', 'us']",1.9201990862412615e-05
420,"['uk', 'image']",2.0482123586573455e-05
421,"['uk', 'ie']",0.00015105566145097923
422,"['uk', 'ie', 'image']",7.345386396706013e-07
423,['happy'],0.04278469340710005
424,"['happy', 'holidays']",1.7921858138251773e-05
425,"['happy', 'building']",0.00012289274151944073
426,"['happy', 'halloween']",3.4563583552342706e-05
427,"['happy', 'new']",2.1762256310734297e-05
428,"['happy', 'new', 'year']",7.345386396706013e-07
429,"['happy', 'us']",3.968411444898607e-05
430,"['happy', 'please']",1.6641725414090934e-05
431,"['happy', 'look']",6.400663620804206e-05
432,"['happy', 'look', 'order']",9.040475565176631e-07
433,"['happy', 'help']",9.216955613958055e-05
434,"['happy', 'send']",1.7921858138251773e-05
435,"['happy', 'take']",3.328345082818187e-05
436,"['happy', 'take', 'closer']",9.60550528800017e-07
437,"['happy', 'take', 'look']",1.3560713347764946e-06
438,"['happy', 'year']",2.0482123586573455e-05
439,"['happy', 'valentine']",2.432252175905598e-05
440,"['happy', 'valentine', 'day']",1.073556473364725e-06
441,"['happy', 'today']",1.536159268993009e-05
442,"['happy', 'closer']",2.1762256310734297e-05
443,"['happy', 'closer', 'look']",9.60550528800017e-07
444,"['happy', 'hear']",1.9201990862412615e-05
445,"['happy', 'birthday']",3.712384900066439e-05
446,"['happy', 'day']",3.840398172482523e-05
447,"['happy', 'check']",1.9201990862412615e-05
448,"['happy', 'order']",3.328345082818187e-05
449,"['happy', 'legobuildday']",3.200331810402103e-05
450,['best'],0.030982019363762103
451,"['best', 'get']",6.0166238035559525e-05
452,"['best', 'get', 'soon']",1.2430653902117866e-06
453,"['best', 'fans']",1.9201990862412615e-05
454,"['best', 'way']",1.9201990862412615e-05
455,"['best', 'best']",1.9201990862412615e-05
456,"['best', 'advise']",2.8162919931538503e-05
457,"['best', 'make']",2.1762256310734297e-05
458,"['best', 'possible']",2.432252175905598e-05
459,"['best', 'us']",3.200331810402103e-05
460,"['best', 'look']",1.9201990862412615e-05
461,"['best', 'help']",3.968411444898607e-05
462,"['best', 'thank']",1.536159268993009e-05
463,"['best', 'team']",2.3042389034895136e-05
464,"['best', 'soon']",4.608477806979027e-05
465,"['best', 'soon', 'possible']",8.475445842353091e-07
466,"['best', 'thanks']",3.4563583552342706e-05
467,"['best', 'check']",1.6641725414090934e-05
468,"['best', 'game']",2.5602654483216818e-05
469,"['best', 'order']",1.7921858138251773e-05
470,"['best', 'back']",2.432252175905598e-05
471,"['best', 'thegameawards']",1.536159268993009e-05
472,"['best', 'find']",1.6641725414090934e-05
473,"['best', 'ever']",2.3042389034895136e-05
474,"['best', 'unable']",1.536159268993009e-05
475,"['best', 'provide']",1.9201990862412615e-05
476,"['best', 'placed']",6.144637075972036e-05
477,"['best', 'placed', 'thanks']",9.040475565176631e-07
478,"['best', 'placed', 'advise']",6.780356673882473e-07
479,"['best', 'placed', 'help']",9.60550528800017e-07
480,"['best', 'information']",2.1762256310734297e-05
481,"['best', 'support']",1.9201990862412615e-05
482,"['best', 'call']",1.6641725414090934e-05
483,"['best', 'able']",1.9201990862412615e-05
484,['spend'],0.001751959428307976
485,['time'],0.05053019824804057
486,"['time', 'get']",6.656690165636373e-05
487,"['time', 'building']",2.688278720737766e-05
488,"['time', 'bit']",1.6641725414090934e-05
489,"['time', 'available']",3.712384900066439e-05
490,"['time', 'uk']",1.536159268993009e-05
491,"['time', 'happy']",2.8162919931538503e-05
492,"['time', 'time']",3.840398172482523e-05
493,"['time', 'collection']",1.7921858138251773e-05
494,"['time', 'new']",5.8886105311398685e-05
495,"['time', 'set']",2.8162919931538503e-05
496,"['time', 'make']",3.200331810402103e-05
497,"['time', 'us']",4.736491079395112e-05
498,"['time', 'look']",3.4563583552342706e-05
499,"['time', 'one']",1.536159268993009e-05
500,"['time', 'see']",2.9443052655699343e-05
501,"['time', 'would']",2.5602654483216818e-05
502,"['time', 'take']",3.072318537986018e-05
503,"['time', 'super']",2.688278720737766e-05
504,"['time', 'super', 'mario']",7.910416119529551e-07
505,"['time', 'mario']",2.8162919931538503e-05
506,"['time', 'update']",1.536159268993009e-05
507,"['time', 'world']",1.7921858138251773e-05
508,"['time', 'team']",1.536159268993009e-05
509,"['time', 'today']",1.7921858138251773e-05
510,"['time', 'soon']",1.6641725414090934e-05
511,"['time', 'thanks']",1.7921858138251773e-05
512,"['time', 'day']",1.9201990862412615e-05
513,"['time', 'timeiswhatyoumakeofit']",2.5602654483216818e-05
514,"['time', 'full']",1.536159268993009e-05
515,"['time', 'swatchxmas']",1.6641725414090934e-05
