,pattern,sup
236,"['hello', 'full', 'name']",8.641552518959185e-07
237,"['hello', 'name']",2.64238690584043e-05
238,"['hello', 'name', 'number']",6.09991942514766e-07
239,"['hello', 'name', 'address']",6.608246043909965e-07
240,"['hello', 'like']",1.6357633226631235e-05
241,"['hello', 'see']",2.64238690584043e-05
242,"['hello', 'details']",1.88741921845745e-05
243,"['hello', 'hear']",3.1456986974290834e-05
244,"['hello', 'hear', 'clare']",6.608246043909965e-07
245,"['hello', 'hear', 'please']",8.641552518959185e-07
246,"['hello', 'hear', 'dm']",7.11657266267227e-07
247,"['hello', 'thank']",2.26490306214894e-05
248,"['hello', 'would']",2.7682148537375935e-05
249,"['hello', 'clare']",4.7814620200922066e-05
250,"['hello', 'could']",1.6357633226631235e-05
251,"['hello', 'assist']",1.50993537476596e-05
252,"['hello', 'send']",2.3907310100461033e-05
253,"['hello', 'send', 'clare']",6.09991942514766e-07
254,"['hello', 'send', 'dm']",7.11657266267227e-07
255,"['hello', 'message']",1.6357633226631235e-05
256,"['hello', 'private']",1.6357633226631235e-05
257,"['hello', 'ross']",2.1390751142517767e-05
258,['able'],0.02601251234771156
259,"['able', 'becca']",1.7615912705602868e-05
260,"['able', 'steve']",2.26490306214894e-05
261,"['able', 'team']",2.8940428016347568e-05
262,"['able', 'get']",2.0132471663546134e-05
263,"['able', 'regards']",1.6357633226631235e-05
264,"['able', 'please']",4.52980612429788e-05
265,"['able', 'please', 'us']",1.01665323752461e-06
266,"['able', 'please', 'dm']",1.219983885029532e-06
267,"['able', 'us']",6.543053290652494e-05
268,"['able', 'us', 'number']",6.608246043909965e-07
269,"['able', 'us', 'dm']",6.09991942514766e-07
270,"['able', 'us', 'look']",7.11657266267227e-07
271,"['able', 'order']",2.7682148537375935e-05
272,"['able', 'number']",2.7682148537375935e-05
273,"['able', 'email']",2.0132471663546134e-05
274,"['able', 'thanks']",5.7880856032695136e-05
275,"['able', 'via']",2.0132471663546134e-05
276,"['able', 'need']",2.1390751142517767e-05
277,"['able', 'help']",8.556300457007107e-05
278,"['able', 'help', 'thanks']",1.01665323752461e-06
279,"['able', 'store']",2.7682148537375935e-05
280,"['able', 'dm']",5.7880856032695136e-05
281,"['able', 'dm', 'us']",1.219983885029532e-06
