,pattern,sup
376,"['glad', 'little', 'friend']",8.459589176970799e-07
377,"['glad', 'little', 'hope']",7.85533280718717e-07
378,"['glad', 'little', 'plenty']",7.85533280718717e-07
379,"['glad', 'little', 'robbie']",8.459589176970799e-07
380,"['glad', 'little', 'joy']",7.85533280718717e-07
381,"['glad', 'givealittlelove']",3.210384180254083e-05
382,"['glad', 'givealittlelove', 'robbie']",9.063845546754427e-07
383,"['glad', 'robbie']",1.9262305081524496e-05
384,"['glad', 'joy']",1.9262305081524496e-05
385,"['glad', 'joy', 'robbie']",8.459589176970799e-07
386,"['glad', 'joy', 'givealittlelove']",8.459589176970799e-07
387,"['glad', 'friend']",1.797815140942286e-05
388,"['glad', 'friend', 'brings']",7.85533280718717e-07
389,"['glad', 'friend', 'hope']",7.85533280718717e-07
390,"['glad', 'friend', 'plenty']",7.85533280718717e-07
391,"['glad', 'friend', 'robbie']",8.459589176970799e-07
392,"['glad', 'friend', 'givealittlelove']",8.459589176970799e-07
393,"['glad', 'friend', 'joy']",7.85533280718717e-07
394,"['glad', 'hear']",4.237707117935389e-05
395,"['glad', 'love']",1.797815140942286e-05
396,"['glad', 'like']",4.237707117935389e-05
397,"['glad', 'like', 'new']",7.85533280718717e-07
398,"['glad', 'like', 'little']",9.668101916538055e-07
399,"['glad', 'like', 'brings']",7.85533280718717e-07
400,"['glad', 'like', 'givealittlelove']",1.0272358286321685e-06
401,"['glad', 'like', 'friend']",7.85533280718717e-07
402,"['glad', 'like', 'hope']",7.85533280718717e-07
403,"['glad', 'like', 'plenty']",7.85533280718717e-07
404,"['glad', 'like', 'robbie']",7.85533280718717e-07
405,"['glad', 'like', 'joy']",7.85533280718717e-07
406,"['glad', 'hope']",2.3114766097829396e-05
407,"['glad', 'hope', 'brings']",8.459589176970799e-07
408,"['glad', 'hope', 'givealittlelove']",9.063845546754427e-07
409,"['glad', 'hope', 'plenty']",8.459589176970799e-07
410,"['glad', 'hope', 'robbie']",9.063845546754427e-07
411,"['glad', 'hope', 'joy']",8.459589176970799e-07
412,"['glad', 'plenty']",1.797815140942286e-05
413,"['glad', 'plenty', 'robbie']",8.459589176970799e-07
414,"['glad', 'plenty', 'givealittlelove']",8.459589176970799e-07
415,"['glad', 'plenty', 'joy']",8.459589176970799e-07
416,"['glad', 'able']",1.4125690393117964e-05
417,"['glad', 'new']",1.9262305081524496e-05
418,"['glad', 'new', 'little']",8.459589176970799e-07
419,"['glad', 'new', 'brings']",7.85533280718717e-07
420,"['glad', 'new', 'friend']",8.459589176970799e-07
421,"['glad', 'new', 'hope']",7.85533280718717e-07
422,"['glad', 'new', 'plenty']",7.85533280718717e-07
423,"['glad', 'new', 'robbie']",8.459589176970799e-07
424,"['glad', 'new', 'givealittlelove']",8.459589176970799e-07
425,"['glad', 'new', 'joy']",7.85533280718717e-07
426,"['glad', 'brings']",1.797815140942286e-05
427,"['glad', 'brings', 'plenty']",8.459589176970799e-07
428,"['glad', 'brings', 'robbie']",8.459589176970799e-07
429,"['glad', 'brings', 'givealittlelove']",8.459589176970799e-07
430,"['glad', 'brings', 'joy']",8.459589176970799e-07
431,"['glad', 'enjoyed']",1.5409844065219595e-05
432,['could'],0.02558519324986391
433,"['could', 'thank']",1.797815140942286e-05
434,"['could', 'could']",1.797815140942286e-05
435,"['could', 'help']",4.8797839539862055e-05
436,"['could', 'please']",0.00010401644744023227
437,"['could', 'please', 'full']",8.459589176970799e-07
438,"['could', 'please', 'name']",9.668101916538055e-07
439,"['could', 'please', 'thanks']",1.933620383307611e-06
440,"['could', 'please', 'send']",2.1148972942426995e-06
441,"['could', 'please', 'dm']",2.9004305749614167e-06
442,"['could', 'please', 'order']",1.5106409244590713e-06
443,"['could', 'please', 'number']",1.4502152874807083e-06
444,"['could', 'please', 'billing']",6.042563697836285e-07
445,"['could', 'please', 'address']",1.3293640135239826e-06
446,"['could', 'please', 'us']",2.9608562119397796e-06
447,"['could', 'please', 'look']",1.0876614656105312e-06
448,"['could', 'please', 'information']",6.646820067619913e-07
449,"['could', 'please', 'assist']",6.646820067619913e-07
450,"['could', 'please', 'fran']",6.042563697836285e-07
451,"['could', 'get']",1.5409844065219595e-05
452,"['could', 'sarah']",1.2841536721016331e-05
453,"['could', 'thanks']",6.677599094928492e-05
454,"['could', 'thanks', 'fran']",7.85533280718717e-07
455,"['could', 'thanks', 'amy']",6.042563697836285e-07
456,"['could', 'possibly']",1.2841536721016331e-05
457,"['could', 'possibly', 'send']",6.042563697836285e-07
458,"['could', 'possibly', 'dm']",6.042563697836285e-07
459,"['could', 'possibly', 'amy']",6.042563697836285e-07
460,"['could', 'send']",7.704922032609798e-05
461,"['could', 'send', 'full']",6.646820067619913e-07
462,"['could', 'send', 'name']",7.85533280718717e-07
463,"['could', 'send', 'thanks']",1.6314921984157969e-06
464,"['could', 'send', 'dm']",2.9608562119397796e-06
465,"['could', 'send', 'order']",1.5106409244590713e-06
466,"['could', 'send', 'number']",1.3293640135239826e-06
467,"['could', 'send', 'first']",9.063845546754427e-07
468,"['could', 'send', 'line']",9.063845546754427e-07
469,"['could', 'send', 'billing']",1.0876614656105312e-06
470,"['could', 'send', 'address']",1.5106409244590713e-06
471,"['could', 'send', 'amp']",7.85533280718717e-07
472,"['could', 'send', 'postcode']",1.0876614656105312e-06
473,"['could', 'send', 'amy']",8.459589176970799e-07
474,"['could', 'send', 'us']",3.2629843968315937e-06
475,"['could', 'send', 'look']",1.0272358286321685e-06
476,"['could', 'dm']",9.502737173552085e-05
477,"['could', 'dm', 'full']",9.063845546754427e-07
478,"['could', 'dm', 'name']",1.148087102588894e-06
479,"['could', 'dm', 'thanks']",2.417025479134514e-06
480,"['could', 'dm', 'order']",1.8731947463292484e-06
481,"['could', 'dm', 'number']",1.571066561437434e-06
482,"['could', 'dm', 'first']",9.668101916538055e-07
483,"['could', 'dm', 'line']",9.668101916538055e-07
484,"['could', 'dm', 'billing']",1.208512739567257e-06
485,"['could', 'dm', 'address']",1.994046020285974e-06
486,"['could', 'dm', 'amp']",7.251076437403542e-07
487,"['could', 'dm', 'postcode']",1.3897896505023455e-06
488,"['could', 'dm', 'amy']",7.85533280718717e-07
489,"['could', 'dm', 'us']",6.646820067619913e-07
490,"['could', 'dm', 'look']",1.2689383765456198e-06
491,"['could', 'dm', 'information']",6.042563697836285e-07
492,"['could', 'dm', 'fran']",6.042563697836285e-07
493,"['could', 'order']",5.778691524457349e-05
494,"['could', 'order', 'full']",7.251076437403542e-07
495,"['could', 'order', 'name']",9.668101916538055e-07
496,"['could', 'order', 'look']",1.148087102588894e-06
497,"['could', 'order', 'thanks']",2.054471657264337e-06
498,"['could', 'order', 'number']",2.1148972942426995e-06
499,"['could', 'order', 'first']",1.0272358286321685e-06
500,"['could', 'order', 'line']",1.0272358286321685e-06
501,"['could', 'order', 'billing']",1.208512739567257e-06
502,"['could', 'order', 'address']",1.8731947463292484e-06
503,"['could', 'order', 'amp']",7.85533280718717e-07
504,"['could', 'order', 'postcode']",1.208512739567257e-06
505,"['could', 'order', 'amy']",7.85533280718717e-07
506,"['could', 'number']",5.1366146884065324e-05
507,"['could', 'number', 'full']",6.646820067619913e-07
508,"['could', 'number', 'name']",9.063845546754427e-07
509,"['could', 'number', 'look']",1.208512739567257e-06
